Id,SalePrice
1461,106526.94986670841
1462,157744.11280414922
1463,192405.4769267004
1464,190619.64459434676
1465,186165.87962993424
1466,186043.0406828289
1467,174378.6281975042
1468,174497.59858768224
1469,191267.15713487717
1470,139721.74661167763
1471,196162.76823329367
1472,93039.94553954792
1473,102193.43381098888
1474,177137.0697209241
1475,100214.06863831879
1476,306698.93332468125
1477,251112.80634193617
1478,269083.6517811611
1479,283553.68317378376
1480,392923.49642590794
1481,305014.0277580845
1482,196668.32176974101
1483,191300.4068982842
1484,170412.21642022408
1485,148430.85439261695
1486,195440.3344317726
1487,318134.7464714892
1488,257064.19022116
1489,178930.86393362292
1490,208104.31432197505
1491,189658.3729853391
1492,111109.72160431043
1493,197068.23863828834
1494,290049.95981649926
1495,289502.454334063
1496,210438.19035304323
1497,191518.5883624051
1498,147312.65272788113
1499,147312.65272788113
1500,149742.56621713703
1501,176046.51089032172
1502,135769.2067729538
1503,247429.3371832447
1504,209499.6722705998
1505,210904.96555925687
1506,250230.77668275556
1507,268175.45989232033
1508,224651.923891101
1509,183006.64689136873
1510,180564.57715537064
1511,177880.61971964224
1512,213005.45398721824
1513,182827.62524886604
1514,170165.17652205718
1515,258993.07294876323
1516,180295.50647533828
1517,131927.24086969165
1518,223974.67133323863
1519,209504.63994061598
1520,136039.06571521523
1521,143390.77521307996
1522,204644.0953403998
1523,133833.5798786113
1524,116981.01446656912
1525,116084.42564958235
1526,117951.52647443688
1527,131619.96047815838
1528,125419.21215215063
1529,173913.03046682634
1530,199585.66680857624
1531,162003.72834952
1532,77743.68569175758
1533,193984.36433401261
1534,127782.8055200185
1535,163406.1284708272
1536,136282.33297643962
1537,126310.84102104355
1538,154111.7576278598
1539,206904.25026654534
1540,162117.67798669514
1541,172326.08013618976
1542,160070.0269548722
1543,196752.4757076695
1544,91928.80872802676
1545,108976.62267219949
1546,145665.16861055628
1547,141810.88973565804
1548,136607.6873948485
1549,132970.91048674355
1550,186128.20041278936
1551,130042.01805796908
1552,212914.32851713197
1553,112187.57824997
1554,124592.75633156444
1555,185673.5283703312
1556,119171.2941641871
1557,122100.74236677778
1558,94206.06489039843
1559,130465.47671530966
1560,192305.72763647925
1561,182301.33188361168
1562,105371.4277956799
1563,103481.49508181421
1564,194361.808124401
1565,169415.62054514312
1566,206755.36045360926
1567,120295.49197150327
1568,225462.71371886987
1569,159147.89248695053
1570,107767.55330525043
1571,143189.20212997138
1572,139423.18596026406
1573,212772.06638411141
1574,185904.95023567317
1575,204020.03126760575
1576,273247.6190816509
1577,179397.63913983654
1578,167588.4755260581
1579,144733.6927007953
1580,194198.01530141648
1581,122385.8909334664
1582,139021.58380235717
1583,301757.9162161155
1584,229571.82480246967
1585,135754.15735886173
1586,45856.51257088492
1587,88359.42065194412
1588,142223.83719754586
1589,148997.09844064648
1590,126225.19103479722
1591,80544.33692903939
1592,144595.13467788592
1593,136687.707771289
1594,147386.91928576975
1595,124950.69085166839
1596,221802.22545216113
1597,234510.56532241078
1598,169113.838317982
1599,154901.00180705477
1600,175780.13129168088
1601,62720.93110073179
1602,108322.30304632743
1603,104108.09351110591
1604,226317.60835774083
1605,251869.79110591146
1606,184683.10804325665
1607,271359.060806285
1608,227515.47158806492
1609,178464.08872740928
1610,153155.6861772812
1611,174656.32269767145
1612,203669.94986294553
1613,193634.2829293524
1614,112933.69300764032
1615,69086.79100630914
1616,69086.79100630914
1617,103226.55410821119
1618,104156.47105105197
1619,134003.7503355606
1620,260774.55418982595
1621,153488.18381135166
1622,144992.51718993558
1623,241096.40846829233
1624,214765.02304693253
1625,105581.98350977557
1626,204136.72506915918
1627,191824.3628700049
1628,274624.3647871217
1629,165575.2440112557
1630,315651.9729055626
1631,206319.4800597311
1632,231913.02345462557
1633,148970.83516800715
1634,194058.66901627803
1635,173905.88725116474
1636,175220.67164846076
1637,222536.30768660063
1638,216099.1295871646
1639,219789.2821076863
1640,268530.53164752893
1641,208099.88486823722
1642,209518.97173300362
1643,215337.89477487758
1644,206854.67257053126
1645,225958.46595964656
1646,167028.09617517525
1647,175177.18341608392
1648,174496.49947459338
1649,124842.16873834078
1650,137621.25818371627
1651,137621.25818371627
1652,93039.94553954792
1653,93039.94553954792
1654,180837.84220180003
1655,160008.16668967658
1656,177137.0697209241
1657,180837.84220180003
1658,177137.0697209241
1659,100214.06863831879
1660,154900.64299620257
1661,345413.37483840645
1662,319658.93178787734
1663,306659.0558813587
1664,380812.16909358394
1665,273518.0162401906
1666,278885.9311116474
1667,315219.3975728733
1668,274138.08803254593
1669,248267.48939674173
1670,280247.2989946285
1671,242178.9043755704
1672,357070.7781524311
1673,286162.10276979627
1674,257954.25240121043
1675,195267.99615110012
1676,189199.91847032288
1677,194874.42651406306
1678,361738.5302145675
1679,327663.9401609722
1680,256648.93576819304
1681,206458.00768018598
1682,270717.3650029088
1683,200752.6048241103
1684,170889.15173296057
1685,174020.4055070727
1686,179164.25153672975
1687,148430.85439261695
1688,189521.20224584613
1689,186008.9722547383
1690,175773.1674814454
1691,161718.53954476127
1692,249003.45900649912
1693,148430.85439261695
1694,178050.96186009535
1695,152210.71982034834
1696,284895.95368031936
1697,152210.71982034834
1698,323884.09741377307
1699,309758.2373675995
1700,228550.29985517904
1701,245159.59800599678
1702,268850.2641780543
1703,262251.2667153209
1704,269550.4269873747
1705,203411.37541975602
1706,359930.8640633124
1707,204370.112672266
1708,200402.5234194501
1709,249479.09312018845
1710,202031.5267390547
1711,236372.34738831926
1712,251047.63329362942
1713,264390.712878942
1714,218023.2874540148
1715,188318.65951583342
1716,178930.86393362292
1717,169945.44121401044
1718,103649.7096366143
1719,200182.29013319517
1720,247378.6046922271
1721,166794.70857206843
1722,98515.18236826432
1723,166794.70857206843
1724,240143.58899591578
1725,224943.84914067673
1726,193712.7592974826
1727,192233.9573107115
1728,177838.05119492812
1729,164551.08366448825
1730,163828.29105211498
1731,151157.73916391167
1732,137621.25818371627
1733,103481.49508181421
1734,121882.5129426645
1735,109082.79755637783
1736,109082.79755637783
1737,305958.8930720382
1738,203222.39575668878
1739,341461.83306979225
1740,238211.3151227545
1741,177904.44967876305
1742,176046.51089032172
1743,168798.90177396903
1744,234477.1134730454
1745,239845.0283445022
1746,224759.2205689004
1747,213310.89236449805
1748,260842.332235155
1749,190339.31469470268
1750,144557.71322861404
1751,235902.46920687513
1752,103481.49508181421
1753,219773.69447731593
1754,233223.93929499428
1755,186504.3656846628
1756,141122.07223031853
1757,103481.49508181421
1758,214033.35656847365
1759,204991.28357771016
1760,190016.77508119674
1761,187566.20524857516
1762,217844.64730289654
1763,202603.04158603787
1764,114684.10003094145
1765,233585.8738174592
1766,206353.90729867393
1767,219411.01965261434
1768,137385.66463250946
1769,191883.87590605125
1770,117951.52647443688
1771,142924.00000686632
1772,163928.88428647988
1773,142690.6124037595
1774,254548.44734023168
1775,126586.86778938913
1776,142897.94654210762
1777,95196.2351715222
1778,122969.35994123344
1779,84330.14281743641
1780,174254.79118028918
1781,142690.6124037595
1782,95079.54136996879
1783,161311.19901214706
1784,92712.51661847274
1785,127273.25970313244
1786,261834.21820809285
1787,178418.6270353453
1788,29414.969121035858
1789,129322.04797242103
1790,82587.41722607518
1791,304048.32669533906
1792,163695.49668337306
1793,158159.3672571162
1794,147773.61891886283
1795,131604.70125618568
1796,87611.69896736118
1797,152383.57363676687
1798,124136.29795676754
1799,88077.91327676427
1800,108483.30374494127
1801,142203.28189715935
1802,180212.241842618
1803,197071.51329702264
1804,146606.68090332873
1805,124603.07316298118
1806,139995.5194719308
1807,215831.85296139328
1808,136756.764335133
1809,92129.65646750864
1810,175904.4508432595
1811,112849.42258288809
1812,105593.47009480579
1813,130077.54441000074
1814,137271.17677905606
1815,43966.57985701924
1816,86814.57899219028
1817,172025.01553073307
1818,183238.64721105914
1819,120293.38706638246
1820,54294.758216458824
1821,150373.20488685984
1822,210055.80929509323
1823,34366.94232027579
1824,149593.13046600035
1825,128910.34862659362
1826,102764.12999328847
1827,117046.51592327355
1828,156274.03568049215
1829,264312.8582125314
1830,207691.18745466112
1831,166933.228470601
1832,163317.2265063788
1833,168349.6799358906
1834,122738.88818600873
1835,144513.93682590962
1836,174341.27738875698
1837,70936.48746600005
1838,131696.12985520944
1839,77726.23336660153
1840,108550.84930185745
1841,137089.3099291959
1842,106495.15802724242
1843,125419.92977385502
1844,129023.79817186727
1845,149555.09243800325
1846,169595.35980935022
1847,183032.44258825437
1848,13066.701407458342
1849,130146.99018715146
1850,127870.49960647662
1851,150036.17675607232
1852,129737.60043133114
1853,125069.8483691948
1854,160265.56365733032
1855,152691.6247329913
1856,216708.50305671876
1857,172872.96903990075
1858,187182.45958774097
1859,140406.6249195652
1860,173573.0081257098
1861,138921.67778724217
1862,350654.3094793476
1863,350654.3094793476
1864,350654.3094793476
1865,260833.63777449547
1866,271650.9154153361
1867,242244.0774238771
1868,251281.02089673624
1869,186939.24800843126
1870,217271.60389144768
1871,245744.89147047937
1872,167413.52452644103
1873,226811.3871388304
1874,118184.9140775437
1875,207520.845314208
1876,202057.63328680015
1877,204664.11242450803
1878,210904.96555925687
1879,108499.32854861079
1880,143455.94826138671
1881,256865.0504515699
1882,236754.11186754404
1883,194555.98022397494
1884,209459.5370594042
1885,210846.5289557671
1886,249818.90565342436
1887,202152.9304427512
1888,256700.33792092267
1889,160935.75136197804
1890,130097.74089953507
1891,136065.5614762674
1892,104881.82070045512
1893,148028.27172213828
1894,164330.48644438677
1895,164529.93706483665
1896,125691.19868006508
1897,129176.24569087086
1898,115171.45321807385
1899,160098.95602944287
1900,115062.82233984477
1901,183891.35991001857
1902,151209.25991715834
1903,249452.36227179546
1904,132421.55786705954
1905,218956.83786644205
1906,157949.24099439738
1907,229895.26144310614
1908,131840.57525579777
1909,147351.43105811486
1910,147351.43105811486
1911,198718.2797926431
1912,285130.3873135282
1913,220521.71929083636
1914,69406.9050282189
1915,226550.99596084765
1916,57331.10404792658
1917,263902.84415606357
1918,109535.80186701434
1919,170747.98871302887
1920,222284.87645907272
1921,316102.37221917685
1922,262432.1050926168
1923,222817.63565635437
1924,217554.51610758182
1925,217604.91246827945
1926,301757.9162161155
1927,120285.40250550504
1928,190009.53082255597
1929,95546.31657618243
1930,95189.27136128671
1931,137132.64915860115
1932,154365.65257136076
1933,185523.7162508044
1934,190619.64459434676
1935,169472.700267671
1936,190619.64459434676
1937,192287.6056496112
1938,196530.97162482192
1939,232191.2561710711
1940,186165.87962993424
1941,192872.25213291403
1942,193279.23385467601
1943,192817.42631847854
1944,297142.73606032226
1945,290788.6988700951
1946,216577.4774627777
1947,236344.21429789995
1948,210438.19035304323
1949,233137.40000353972
1950,183832.00359886608
1951,276866.6807737324
1952,244746.16800974536
1953,178114.00732274906
1954,211069.70077043638
1955,160505.93775120488
1956,366629.12568297546
1957,205303.66308469325
1958,289688.4624673334
1959,201833.30667712734
1960,111883.44879365964
1961,137621.25818371627
1962,93039.94553954792
1963,93039.94553954792
1964,121533.53065109311
1965,177137.0697209241
1966,159909.7742804173
1967,255547.1708009657
1968,356208.0783581089
1969,298490.4897726201
1970,347433.95165482874
1971,373093.4867627135
1972,297837.90851909434
1973,258510.56110920763
1974,284819.21568453545
1975,362369.01988131873
1976,256107.80791972158
1977,322499.89764178084
1978,339337.41363973095
1979,288294.64080509666
1980,196318.2403650808
1981,280986.41953960876
1982,193400.89532624558
1983,193400.89532624558
1984,184134.80657666907
1985,238759.20981849745
1986,245844.1025444222
1987,177278.66991415495
1988,177872.47843387094
